# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "exon" "-g" "Name" "-a" "NCTC8325.gff3.gz" "-o" "counts.tsv" "SRR935091.sorted.bam" "SRR935090.sorted.bam" "SRR935092.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR935091.sorted.bam	SRR935090.sorted.bam	SRR935092.sorted.bam
ABD31974-1	Chromosome	2755466	2757034	-	1569	2	0	0
ABD31975-1	Chromosome	2757024	2758577	-	1554	1	0	0
ABD31976-1	Chromosome	2758588	2759799	-	1212	0	1	0
ABD31977-1	Chromosome	2759929	2766744	-	6816	3	8	1
ABD31978-1	Chromosome	2767289	2767981	-	693	0	0	1
ABD31979-1	Chromosome	2768247	2768675	+	429	0	0	1
ABD31980-1	Chromosome	2768662	2768964	+	303	0	0	0
ABD31981-1	Chromosome	2769118	2769477	+	360	1	0	0
ABD31982-1	Chromosome	2769562	2770173	-	612	0	1	0
ABD31983-1	Chromosome	2770252	2770728	-	477	0	0	1
ABD31984-1	Chromosome	2770731	2771231	-	501	0	0	0
ABD31985-1	Chromosome	2771466	2772233	-	768	0	0	0
ABD31986-1	Chromosome	2772230	2772922	-	693	0	0	0
ABD31987-1	Chromosome	2772939	2773601	-	663	0	0	0
ABD31988-1	Chromosome	2774450	2775010	-	561	2	2	4
ABD31989-1	Chromosome	2775174	2776412	+	1239	1	0	1
ABD31990-1	Chromosome	2776376	2776681	+	306	0	0	0
ABD31991-1	Chromosome	2776678	2777550	+	873	0	0	0
ABD31992-1	Chromosome	2777537	2778589	+	1053	0	0	1
ABD31993-1	Chromosome	2779036	2781078	-	2043	0	0	0
ABD32083-1	Chromosome	2781764	2782003	+	240	0	0	0
ABD31994-1	Chromosome	2782171	2783559	-	1389	0	1	0
ABD31995-1	Chromosome	2783556	2784260	-	705	0	0	0
ABD31996-1	Chromosome	2784253	2784831	-	579	0	0	0
ABD31997-1	Chromosome	2784828	2785406	-	579	0	0	0
ABD31998-1	Chromosome	2785375	2786388	-	1014	0	0	0
ABD31999-1	Chromosome	2786404	2787654	-	1251	0	0	0
ABD32000-1	Chromosome	2787647	2788261	-	615	0	0	0
ABD32001-1	Chromosome	2788279	2789097	-	819	2	0	0
ABD32002-1	Chromosome	2789402	2790526	-	1125	0	0	0
ABD32003-1	Chromosome	2790644	2791141	-	498	0	1	1
ABD32004-1	Chromosome	2791188	2792021	-	834	0	0	1
ABD32005-1	Chromosome	2792018	2793730	-	1713	1	1	0
ABD32006-1	Chromosome	2793783	2794337	-	555	0	0	0
ABD32007-1	Chromosome	2794366	2795214	-	849	1	0	0
ABD32008-1	Chromosome	2795594	2796109	+	516	0	1	0
ABD32009-1	Chromosome	2796258	2797229	-	972	0	1	0
ABD32010-1	Chromosome	2797473	2798429	+	957	13	4	10
ABD32011-1	Chromosome	2798581	2799219	+	639	2	0	0
ABD32012-1	Chromosome	2799338	2800105	-	768	0	0	2
ABD32013-1	Chromosome	2800095	2800433	-	339	0	0	0
ABD32014-1	Chromosome	2800600	2801064	+	465	0	0	0
ABD32015-1	Chromosome	2801302	2802720	+	1419	0	2	8
ABD32016-1	Chromosome	2803133	2804041	-	909	1	1	2
ABD32017-1	Chromosome	2804266	2804841	+	576	0	0	0
ABD32018-1	Chromosome	2805006	2806022	+	1017	1	0	0
ABD32019-1	Chromosome	2806265	2807059	+	795	0	1	2
ABD32020-1	Chromosome	2807193	2807705	-	513	0	0	0
ABD32021-1	Chromosome	2807988	2808746	+	759	0	0	0
ABD32022-1	Chromosome	2808736	2810616	+	1881	0	0	0
ABD32023-1	Chromosome	2810600	2810839	-	240	0	0	0
ABD32024-1	Chromosome	2810912	2811448	+	537	0	1	0
ABD32025-1	Chromosome	2811508	2812005	-	498	0	0	0
ABD32026-1	Chromosome	2812084	2812434	+	351	0	0	1
ABD32027-1	Chromosome	2812354	2812593	-	240	0	0	0
ABD32028-1	Chromosome	2813020	2813247	+	228	1	20	12
ABD32029-1	Chromosome	2813374	2813943	-	570	0	0	0
ABD32030-1	Chromosome	2814203	2814598	-	396	0	1	0
ABD32031-1	Chromosome	2814666	2815019	-	354	0	0	0
ABD32032-1	Chromosome	2815473	2816312	-	840	13	3	12
ABD32033-1	Chromosome	2816355	2817074	-	720	9	4	4
ABD32034-1	Chromosome	2817074	2818858	-	1785	19	6	8
ABD32035-1	Chromosome	2819018	2820397	-	1380	11	3	3
ABD32036-1	Chromosome	2820536	2820889	-	354	2	0	1
ABD32037-1	Chromosome	2821010	2821147	-	138	27	8	37
